Location,Country,Region/City,Disease,Species,Feed Language,HealthMap Alert ID,URL,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,SC,SD,CC,CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Guinea,Guinea,Djingaraye,Ebola,Humans,NA,2447967,"PRO/AH/EDR> Ebola virus disease - West Africa (33): WHO, global threat",http://promedmail.org/direct.php?id=20140503.2447967,5/3/14 22:52,No Tag,NA,NA,NA,NA,1,1,NA,NA,NA,ProMED Mail,WHO Regional Office for Africa (WHO/AFRO) [edited],MOH Guinea
Liberia,Liberia,NA,Ebola,Humans,NA,2447967,"PRO/AH/EDR> Ebola virus disease - West Africa (33): WHO, global threat",http://promedmail.org/direct.php?id=20140503.2447967,5/3/14 22:52,No Tag,NA,NA,NA,NA,13,11,6,NA,NA,ProMED Mail,WHO Regional Office for Africa (WHO/AFRO) [edited],MOHSW Liberia
Guinea,Guinea,NA,Ebola,Humans,NA,2451959,PRO/AH/EDR> Ebola virus disease - West Africa (34): WHO,http://promedmail.org/direct.php?id=20140505.2451959,5/5/14 21:24,No Tag,NA,NA,NA,NA,231,155,127,82,NA,ProMED Mail,WHO/AFRO [edited],MOH Guinea
Guinea,Guinea,Conakry,Ebola,Humans,NA,2451959,PRO/AH/EDR> Ebola virus disease - West Africa (34): WHO,http://promedmail.org/direct.php?id=20140505.2451959,5/5/14 21:24,No Tag,NA,NA,NA,NA,53,24,40,20,NA,ProMED Mail,WHO/AFRO [edited],MOH Guinea
Guinea,Guinea,Guekedou,Ebola,Humans,NA,2451959,PRO/AH/EDR> Ebola virus disease - West Africa (34): WHO,http://promedmail.org/direct.php?id=20140505.2451959,5/5/14 21:24,No Tag,5,6,NA,NA,145,105,72,50,NA,ProMED Mail,WHO/AFRO [edited],MOH Guinea
Guinea,Guinea,Macenta,Ebola,Humans,NA,2451959,PRO/AH/EDR> Ebola virus disease - West Africa (34): WHO,http://promedmail.org/direct.php?id=20140505.2451959,5/5/14 21:24,No Tag,NA,NA,NA,NA,22,16,13,10,NA,ProMED Mail,WHO/AFRO [edited],MOH Guinea
Guinea,Guinea,Kissidougou,Ebola,Humans,NA,2451959,PRO/AH/EDR> Ebola virus disease - West Africa (34): WHO,http://promedmail.org/direct.php?id=20140505.2451959,5/5/14 21:24,No Tag,NA,NA,NA,NA,6,5,1,1,NA,ProMED Mail,WHO/AFRO [edited],MOH Guinea
Guinea,Guinea,Dabola,Ebola,Humans,NA,2451959,PRO/AH/EDR> Ebola virus disease - West Africa (34): WHO,http://promedmail.org/direct.php?id=20140505.2451959,5/5/14 21:24,No Tag,NA,NA,NA,NA,4,4,1,1,NA,ProMED Mail,WHO/AFRO [edited],MOH Guinea
Guinea,Guinea,Djingaraye,Ebola,Humans,NA,2451959,PRO/AH/EDR> Ebola virus disease - West Africa (34): WHO,http://promedmail.org/direct.php?id=20140505.2451959,5/5/14 21:24,No Tag,NA,NA,NA,NA,1,1,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],MOH Guinea
Guinea,Guinea,NA,Ebola,Humans,NA,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,5/9/14 20:40,No Tag,NA,NA,NA,NA,235,157,127,83,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Conakry,Ebola,Humans,NA,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,5/9/14 20:40,No Tag,NA,NA,NA,NA,53,24,40,20,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Guekedou,Ebola,Humans,NA,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,5/9/14 20:40,No Tag,4,2,NA,NA,149,107,72,51,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Macenta,Ebola,Humans,NA,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,5/9/14 20:40,No Tag,NA,NA,NA,NA,22,16,13,10,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Kissidougou,Ebola,Humans,NA,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,5/9/14 20:40,No Tag,NA,NA,NA,NA,6,5,1,1,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Dabola,Ebola,Humans,NA,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,5/9/14 20:40,No Tag,NA,NA,NA,NA,4,4,1,1,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,Djingaraye,Ebola,Humans,NA,2462239,"PRO/AH/EDR> Ebola virus disease - West Africa (35): WHO, MSF, Senegal preparedness",http://promedmail.org/direct.php?id=20140509.2462239,5/9/14 20:40,No Tag,NA,NA,NA,NA,1,1,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",MOH Guinea
Guinea,Guinea,NA,Ebola,Humans,NA,2464197,PRO/AH/EDR> Ebola virus disease - West Africa (36): WHO,http://promedmail.org/direct.php?id=20140511.2464197,5/11/14 9:47,No Tag,NA,NA,2,1,236,158,129,84,NA,ProMED Mail,WHO [edited],MOH Guinea
Mali,Mali,NA,Ebola,Humans,NA,2465430,PRO> Ebola virus disease - West Africa (37): Mali diagnostic lab,http://promedmail.org/direct.php?id=20140512.2465430,5/12/14 13:24,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2467545,PRO/AH> Ebola virus disease - West Africa (38): Sierra Leone preparedness,http://promedmail.org/direct.php?id=20140512.2467545,5/12/14 20:39,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,5/15/14 14:35,No Tag,NA,NA,NA,NA,233,157,133,83,NA,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Conakry,Ebola,Humans,NA,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,5/15/14 14:35,No Tag,1,NA,NA,NA,50,24,NA,NA,NA,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Guekedou,Ebola,Humans,NA,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,5/15/14 14:35,No Tag,5,NA,NA,NA,149,106,NA,NA,NA,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Macenta,Ebola,Humans,NA,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,5/15/14 14:35,No Tag,NA,NA,NA,NA,23,17,NA,NA,NA,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Kissidougou,Ebola,Humans,NA,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,5/15/14 14:35,No Tag,NA,NA,NA,NA,6,5,NA,NA,NA,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Dabola,Ebola,Humans,NA,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,5/15/14 14:35,No Tag,NA,NA,NA,NA,4,4,NA,NA,NA,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Guinea,Guinea,Djingaraye,Ebola,Humans,NA,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,5/15/14 14:35,No Tag,NA,NA,NA,NA,1,1,NA,NA,NA,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",MOH Guinea
Liberia,Liberia,NA,Ebola,Humans,NA,2475076,PRO/AH/EDR> Ebola virus disease - West Africa (39): update,http://promedmail.org/direct.php?id=20140515.2475076,5/15/14 14:35,No Tag,NA,NA,NA,NA,12,11,6,NA,NA,ProMED Mail,"European Centre for Disease Prevention and Control (ECDC), WHO and UN Office for the Coordination of Humanitarian Affairs (OCHA), ReliefWeb report [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,5/16/14 17:32,No Tag,NA,NA,5,NA,248,171,138,92,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",NA
Guinea,Guinea,Conakry,Ebola,Humans,NA,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,5/16/14 17:32,No Tag,NA,NA,NA,NA,50,24,40,20,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",NA
Guinea,Guinea,Guekedou,Ebola,Humans,NA,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,5/16/14 17:32,No Tag,NA,NA,NA,NA,163,119,83,60,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",NA
Guinea,Guinea,Macenta,Ebola,Humans,NA,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,5/16/14 17:32,No Tag,NA,NA,NA,NA,22,17,12,10,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",NA
Guinea,Guinea,Kissidougou,Ebola,Humans,NA,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,5/16/14 17:32,No Tag,NA,NA,NA,NA,8,6,2,1,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",NA
Guinea,Guinea,Dabola,Ebola,Humans,NA,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,5/16/14 17:32,No Tag,NA,NA,NA,NA,4,4,1,1,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",NA
Guinea,Guinea,Djingaraye,Ebola,Humans,NA,2477951,PRO/AH/EDR> Ebola virus disease - West Africa (40): WHO update,http://promedmail.org/direct.php?id=20140516.2477951,5/16/14 17:32,No Tag,NA,NA,NA,NA,1,1,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response, Disease Outbreak News [edited]",NA
Liberia,Liberia,NA,Ebola,Humans,NA,2489228,PRO/AH/EDR> Ebola virus disease - West Africa (41): fatal,http://promedmail.org/direct.php?id=20140521.2489228,5/21/14 18:9,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,NA,Ebola,Humans,NA,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,5/22/14 15:45,No Tag,NA,NA,NA,NA,253,176,144,97,NA,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Conakry,Ebola,Humans,NA,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,5/22/14 15:45,No Tag,NA,NA,NA,NA,50,25,40,20,NA,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Guekedou,Ebola,Humans,NA,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,5/22/14 15:45,No Tag,NA,NA,NA,NA,168,123,89,65,NA,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Macenta,Ebola,Humans,NA,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,5/22/14 15:45,No Tag,NA,NA,NA,NA,22,17,12,10,NA,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Kissidougou,Ebola,Humans,NA,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,5/22/14 15:45,No Tag,NA,NA,NA,NA,8,6,2,1,NA,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Dabola,Ebola,Humans,NA,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,5/22/14 15:45,No Tag,NA,NA,NA,NA,4,4,1,1,NA,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Guinea,Guinea,Djingaraye,Ebola,Humans,NA,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,5/22/14 15:45,No Tag,NA,NA,NA,NA,1,1,NA,NA,NA,ProMED Mail,"WHO, Regional Office for Africa [edited]",MOH Guinea
Liberia,Liberia,NA,Ebola,Humans,NA,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,5/22/14 15:45,No Tag,NA,NA,NA,NA,12,9,NA,NA,NA,ProMED Mail,"WHO, Regional Office for Africa [edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2491069,PRO/AH/EDR> Ebola virus disease - West Africa (42): WHO update,http://promedmail.org/direct.php?id=20140522.2491069,5/22/14 15:45,No Tag,NA,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,NA,NA
Guinea,Guinea,Telimene,Ebola,Humans,NA,2495778,"PRO/AH/EDR> Ebola virus disease - West Africa (43): Guinea, new cases",http://promedmail.org/direct.php?id=20140524.2495778,5/24/14 9:30,No Tag,NA,NA,2,NA,NA,NA,NA,NA,NA,ProMED Mail,Reuters [edited],NA
Guinea,Guinea,Telimene,Ebola,Humans,NA,2497408,"PRO/AH/EDR> Ebola virus disease - West Africa (44): Guinea, new cases",http://promedmail.org/direct.php?id=20140525.2497408,5/25/14 12:40,No Tag,NA,NA,NA,NA,NA,3,2,NA,NA,ProMED Mail,"Guineenews [in French, trans. CopyEd.LMI, edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,5/26/14 11:13,No Tag,NA,NA,1,NA,NA,NA,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,5/26/14 11:13,No Tag,NA,NA,NA,NA,258,174,146,95,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",NA
Guinea,Guinea,Conakry,Ebola,Humans,NA,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,5/26/14 11:13,No Tag,NA,NA,NA,NA,50,25,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",NA
Guinea,Guinea,Guekedou,Ebola,Humans,NA,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,5/26/14 11:13,No Tag,2,NA,NA,NA,170,121,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",NA
Guinea,Guinea,Macenta,Ebola,Humans,NA,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,5/26/14 11:13,No Tag,3,3,NA,NA,22,17,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",NA
Guinea,Guinea,Kissidougou,Ebola,Humans,NA,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,5/26/14 11:13,No Tag,NA,NA,NA,NA,8,6,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",NA
Guinea,Guinea,Dabola,Ebola,Humans,NA,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,5/26/14 11:13,No Tag,NA,NA,NA,NA,4,4,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",NA
Guinea,Guinea,Djingaraye,Ebola,Humans,NA,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,5/26/14 11:13,No Tag,NA,NA,NA,NA,1,1,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",NA
Guinea,Guinea,Telimene,Ebola,Humans,NA,2498287,PRO/AH/EDR> Ebola virus disease - West Africa (46): Guinea WHO update,http://promedmail.org/direct.php?id=20140526.2498287,5/26/14 11:13,No Tag,3,NA,NA,NA,3,NA,NA,NA,NA,ProMED Mail,"WHO Global Alert and Response (GAR), Disease Outbreak News [edited]",NA
Sierra Leone,Sierra Leone,"Koindu Town, Kailahun District",Ebola,Humans,NA,2498937,"PRO/AH/EDR> Ebola virus disease - West Africa (45): Sierra Leone, new case",http://promedmail.org/direct.php?id=20140526.2498937,5/26/14 11:10,No Tag,NA,NA,NA,NA,NA,5,1,NA,NA,ProMED Mail,"WHO/AFRO, Epidemic & Pandemic Alert and Response (EPR), Outbreak News, Ebola virus disease, West Africa [edited]",NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2500090,"PRO/AH/EDR> Ebola virus disease - West Africa (47): Sierra Leone, more cases",http://promedmail.org/direct.php?id=20140526.2500090,5/26/14 23:20,No Tag,NA,NA,NA,NA,NA,5,NA,NA,NA,ProMED Mail,NBC News.com [edited],NA
Sierra Leone,Sierra Leone,"Koindu Town, Kailahun District",Ebola,Humans,NA,2501116,"PRO/AH/EDR> Ebola virus disease - West Africa (48): Sierra Leone, more cases, preparedness",http://promedmail.org/direct.php?id=20140527.2501116,5/27/14 13:55,No Tag,NA,NA,NA,NA,NA,5,1,NA,NA,ProMED Mail,Sierra Leone Ministry of Health and Sanitation [edited],NA
Guinea,Guinea,Kissidougou,Ebola,Humans,NA,2501116,"PRO/AH/EDR> Ebola virus disease - West Africa (48): Sierra Leone, more cases, preparedness",http://promedmail.org/direct.php?id=20140527.2501116,5/27/14 13:55,No Tag,11,NA,2,NA,NA,NA,NA,NA,NA,ProMED Mail,Sierra Leone Ministry of Health and Sanitation [edited],NA
Sierra Leone,Sierra Leone,NA,Ebola,Humans,NA,2503946,"PRO/AH/EDR> Ebola virus disease - West Africa (49): Sierra Leone, Nigeria, call for action",http://promedmail.org/direct.php?id=20140528.2503946,5/28/14 18:20,No Tag,NA,NA,NA,1,7,NA,NA,2,NA,ProMED Mail,ReliefWeb [edited],NA
Sierra Leone,Sierra Leone,Kailahun District,Ebola,Humans,NA,2503946,"PRO/AH/EDR> Ebola virus disease - West Africa (49): Sierra Leone, Nigeria, call for action",http://promedmail.org/direct.php?id=20140528.2503946,5/28/14 18:20,No Tag,NA,NA,NA,1,7,NA,NA,2,NA,ProMED Mail,"European Centre for Disease Prevention and Control [excerpted, edited]",MOH
Guinea,Guinea,NA,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,NA,NA,NA,NA,281,185,NA,NA,NA,ProMED Mail,"Mail & Guardian, South Africa/Reuters [edited]",NA
Guinea,Guinea,Conakry,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,2,1,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"Mail & Guardian, South Africa/Reuters [edited]",NA
Guinea,Guinea,Telimene and Boffa,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,12,4,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,"Mail & Guardian, South Africa/Reuters [edited]",NA
Sierra Leone,Sierra Leone,Kailahun District,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,9,4,NA,7,NA,NA,NA,NA,NA,ProMED Mail,"Mail & Guardian, South Africa/Reuters [edited]",NA
Guinea,Guinea,NA,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,NA,NA,NA,NA,281,186,163,103,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Boffa,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,5,1,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Telimene,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,7,4,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Boke,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,1,NA,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Dubreka,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,1,1,NA,NA,NA,NA,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Conakry,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,NA,NA,NA,NA,48,26,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Guekedou,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,NA,NA,NA,NA,176,126,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Macenta,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,NA,NA,NA,NA,31,19,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Kissidougou,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,NA,NA,NA,NA,7,5,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Dabola,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,NA,NA,NA,NA,4,4,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Guinea,Guinea,Djinguiraye,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,NA,NA,NA,NA,1,1,NA,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Sierra Leone,Sierra Leone,Kailahun District,Ebola,Humans,NA,2505129,"PRO/AH/EDR> Ebola virus disease - West Africa (50): Guinea (Conakry), WHO update",http://promedmail.org/direct.php?id=20140528.2505129,5/28/14 20:36,No Tag,NA,NA,NA,NA,16,5,7,NA,NA,ProMED Mail,WHO/AFRO [edited],NA
Sierra Leone,Sierra Leone,Kailahun District,Ebola,Humans,NA,2506848,PRO/AH/EDR> Ebola virus disease - West Africa (51): Sierra Leone update,http://promedmail.org/direct.php?id=20140529.2506848,5/29/14 15:25,No Tag,NA,NA,NA,NA,NA,NA,14,2,NA,ProMED Mail,a reliable source in Sierra Leone [edited],NA
